Spis3477	GO:0008094
Spis6988	GO:0005515
Spis4004	GO:0036459
Spis15524	GO:0016020, GO:0016758
Spis9470	GO:0016491, GO:0055114
Spis22270	GO:0004518
Spis9471	GO:0055085
Spis15526	GO:0006379
Spis9472	GO:0055085
Spis4007	GO:0016787
Spis9473	GO:0005515
Spis4008	GO:0003677
Spis22273	GO:0003676, GO:0003723, GO:0007165, GO:0007264
Spis15528	GO:0016021
Spis10941	GO:0008168
Spis9474	GO:0008199
Spis4009	GO:0006412
Spis22274	GO:0003723, GO:0007264
Spis15529	GO:0006814, GO:0055085
Spis10942	GO:0015986
Spis9475	GO:0008199
Spis10943	GO:0016021
Spis9476	GO:0005777
Spis22276	GO:0007264
Spis10944	GO:0007165
Spis9477	GO:0008124
Spis18013	GO:0055085, GO:0070588
Spis9478	GO:0003676
Spis22278	GO:0007155, GO:0016020
Spis18014	GO:0005525, GO:0007165
Spis10946	GO:0005634
Spis10947	GO:0055085
Spis10948	GO:0005515
Spis350	GO:0016021, GO:0045211
Spis13430	GO:0003676
Spis18018	GO:0005525
Spis4896	GO:0003677, GO:0043565
Spis352	GO:0005515
Spis18019	GO:0005509
Spis13432	GO:0005524, GO:0006468
Spis4898	GO:0003677, GO:0043565
Spis354	GO:0005515
Spis13434	GO:0006468
Spis7380	GO:0005515, GO:0005622, GO:0008270
Spis4899	GO:0003677, GO:0043565
Spis355	GO:0003824, GO:0005515, GO:0016020, GO:0055114
Spis13435	GO:0005524, GO:0006468
Spis356	GO:0003676
Spis20181	GO:0042254
Spis13436	GO:0008270
Spis7382	GO:0008270
Spis357	GO:0005515
Spis20182	GO:0016798
Spis20183	GO:0004518, GO:0005515
Spis13438	GO:0006468
Spis13439	GO:0006915
Spis7386	GO:0016787
Spis7387	GO:0006396
Spis5700	GO:0005524, GO:0006468
Spis20189	GO:0005515
Spis5701	GO:0005524
Spis5702	GO:0005515, GO:0008152
Spis5703	GO:0005515, GO:0008152
Spis11341	GO:0003676, GO:0003723, GO:0005515
Spis11342	GO:0005515
Spis5705	GO:0005515, GO:0046872
Spis23971	GO:0005515
Spis11344	GO:0016020
Spis23972	GO:0004518, GO:0008270
Spis5708	GO:0007205, GO:0008152, GO:0016301, GO:0035556
Spis23973	GO:0005515
Spis11346	GO:0006412
Spis5709	GO:0006914
Spis5292	GO:0003676, GO:0015074
Spis5293	GO:0004518, GO:0008270
Spis11348	GO:0016298, GO:0016787, GO:0055114
Spis23976	GO:0003676
Spis11349	GO:0005524, GO:0006810, GO:0030126
Spis5295	GO:0097730
Spis23977	GO:0016021
Spis5297	GO:0097730
Spis23979	GO:0005515
Spis19715	GO:0005509
Spis5298	GO:0006810, GO:0030131
Spis19716	GO:0055085
Spis5299	GO:0018279
Spis3610	GO:0016021
Spis19717	GO:0055085
Spis3612	GO:0003676
Spis19719	GO:0005524, GO:0006468
Spis3613	GO:0046872
Spis3616	GO:0005515, GO:0006915, GO:0008017
Spis21882	GO:0003995, GO:0055114
Spis3618	GO:0005096
Spis3619	GO:0007130
Spis21884	GO:0005509, GO:0005515
Spis17620	GO:0005515, GO:0008270
Spis21885	GO:0008408
Spis17621	GO:0003676
Spis6102	GO:0008083
Spis6103	GO:0008083
Spis21887	GO:0055114
Spis17623	GO:0008270
Spis6104	GO:0005515
Spis24370	GO:0008234
Spis21889	GO:0005515
Spis17625	GO:0003676, GO:0005515, GO:0008270, GO:0015074
Spis17627	GO:0008270
Spis17628	GO:0005515, GO:0008270, GO:0046872
Spis6109	GO:0005515
Spis24374	GO:0005515, GO:0042813
Spis24375	GO:0006508
Spis24377	GO:0036459
Spis24379	GO:0008168
Spis1527	GO:0007264
Spis6993	GO:0016020
Spis1529	GO:0005515, GO:0035023, GO:0035556
Spis6995	GO:0003677
Spis15531	GO:0005509, GO:0005515
Spis6996	GO:0008061
Spis6997	GO:0007186, GO:0016021
Spis4013	GO:0007034
Spis6998	GO:0016021
Spis4014	GO:0003824, GO:0005509
Spis15534	GO:0005515, GO:0006470, GO:0016311, GO:0016791
Spis9480	GO:0005515
Spis6999	GO:0016021
Spis4015	GO:0005515, GO:0007018, GO:0016459, GO:0016887, GO:0030286, GO:0043565
Spis22280	GO:0003677, GO:0005515, GO:0015074
Spis9481	GO:0005515
Spis4016	GO:0043565
Spis22281	GO:0003677, GO:0046982
Spis15536	GO:0007165
Spis9482	GO:0005515
Spis22282	GO:0003677, GO:0015074
Spis15537	GO:0007165
Spis10950	GO:0016021
Spis9483	GO:0016021
Spis4018	GO:0005515
Spis22283	GO:0005509, GO:0005515
Spis10951	GO:0016021
Spis9484	GO:0005515, GO:0006468
Spis4019	GO:0016020, GO:0016021
Spis15539	GO:0006418, GO:0006426
Spis9485	GO:0006468
Spis22285	GO:0008168, GO:0008171
Spis18021	GO:0007165
Spis10953	GO:0016021, GO:0042254
Spis9486	GO:0005515, GO:0005524, GO:0006468
Spis22286	GO:0005515
Spis10954	GO:0006351
Spis9487	GO:0005515, GO:0005524, GO:0006468
Spis22287	GO:0005515
Spis22288	GO:0051287, GO:0055114
Spis22289	GO:0007165
Spis7801	GO:0005515
Spis20601	GO:0007165
Spis7802	GO:0004825, GO:0005515, GO:0006418, GO:0006431
Spis10959	GO:0016790
Spis7803	GO:0016021
Spis361	GO:0005488
Spis18028	GO:0005515, GO:0008076, GO:0051260, GO:0055085
Spis13441	GO:0005524, GO:0006468
Spis20604	GO:0055114
Spis18029	GO:0005515, GO:0030496
Spis13442	GO:0005524, GO:0006468
Spis13443	GO:0005524, GO:0006468
Spis20606	GO:0007165
Spis7807	GO:0035556
Spis365	GO:0043565
Spis20607	GO:0003676
Spis20608	GO:0007165
Spis20191	GO:0006468
Spis7392	GO:0016567
Spis20609	GO:0005515
Spis20192	GO:0045454, GO:0055114
Spis20193	GO:0008603
Spis13448	GO:0003676
Spis7394	GO:0008152, GO:0055114
Spis369	GO:0005515
Spis13449	GO:0005524, GO:0006468
Spis7395	GO:0055085, GO:0070588
Spis20195	GO:0016592
Spis7396	GO:0005515
Spis20196	GO:0003676, GO:0005515
Spis7397	GO:0003676, GO:0004523
Spis20197	GO:0005488, GO:0030117, GO:0030126
Spis7398	GO:0006511
Spis5710	GO:0016787
Spis5711	GO:0055114
Spis5712	GO:0016021
Spis11350	GO:0005515
Spis5713	GO:0005975, GO:0008061
Spis11352	GO:0005515
Spis5715	GO:0016020, GO:0016021, GO:0055085
Spis11353	GO:0005515
Spis5716	GO:0005515
Spis11354	GO:0005515
Spis5717	GO:0003824, GO:0051536
Spis23982	GO:0003676, GO:0015074
Spis11356	GO:0007050, GO:0072331
Spis5719	GO:0003676, GO:0006508, GO:0015074
Spis23984	GO:0005515, GO:0051260
Spis19720	GO:0005509
Spis11357	GO:0007050, GO:0055085
Spis8201	GO:0003723, GO:0005488
Spis23985	GO:0003676, GO:0006313
Spis11358	GO:0016020
Spis8202	GO:0005509
Spis23986	GO:0005515, GO:0051260
Spis21002	GO:0005509
Spis19722	GO:0006412, GO:0006418, GO:0006425, GO:0043039
Spis23987	GO:0003676, GO:0006353, GO:0015074
Spis21003	GO:0005515, GO:0008270
Spis8204	GO:0016874
Spis23988	GO:0006508, GO:0008234
Spis19724	GO:0005515
Spis8205	GO:0006508, GO:0008237
Spis23989	GO:0005509
Spis21005	GO:0005515
Spis19725	GO:0005515, GO:0007165
Spis8206	GO:0005515
Spis19726	GO:0003676
Spis8207	GO:0008152, GO:0008484
Spis21007	GO:0005488, GO:0005515, GO:0008565
Spis19727	GO:0009116
Spis21008	GO:0005515, GO:0007264
Spis21009	GO:0003676
Spis3623	GO:0005515
Spis3625	GO:0005158
Spis3626	GO:0005524, GO:0006468
Spis3628	GO:0016020, GO:0055114
Spis6110	GO:0051536, GO:0051539
Spis3629	GO:0050194
Spis17630	GO:0005515
Spis17631	GO:0005524, GO:0006468, GO:0035556
Spis6112	GO:0006508, GO:0008237
Spis21896	GO:0003676, GO:0006353
Spis6113	GO:0006508, GO:0008237
Spis21897	GO:0003676, GO:0015074
Spis21898	GO:0005515
Spis17634	GO:0005515
Spis6115	GO:0005515
Spis24380	GO:0045892
Spis21899	GO:0003676, GO:0008408
Spis17635	GO:0005515
Spis6116	GO:0016020
Spis24381	GO:0006355
Spis17636	GO:0005515, GO:0006396
Spis6117	GO:0000184
Spis1530	GO:0046872, GO:0089701
Spis17638	GO:0005515, GO:0019901
Spis1531	GO:0005615
Spis6119	GO:0005515
Spis17639	GO:0006915
Spis1532	GO:0005615
Spis1534	GO:0005515, GO:0035023
Spis24387	GO:0005524, GO:0006468
Spis1535	GO:0005096
Spis24388	GO:0008270
Spis9900	GO:0005515
Spis24389	GO:0005201, GO:0016787
Spis1537	GO:0005515, GO:0005524, GO:0006468
Spis9901	GO:0008476
Spis22701	GO:0005975, GO:0016868, GO:0071704
Spis1538	GO:0008270
Spis9902	GO:0042578
Spis4020	GO:0003676, GO:0016021
Spis22702	GO:0005524, GO:0046034, GO:0046933
Spis15540	GO:0005488
Spis1539	GO:0005975
Spis4021	GO:0005515, GO:0016021, GO:0016500
Spis22703	GO:0000166, GO:0006413, GO:0006418, GO:0006435, GO:0043039
Spis9904	GO:0008152, GO:0051056
Spis4022	GO:0003676
Spis9905	GO:0005515, GO:0016020
Spis4023	GO:0005525
Spis22705	GO:0016021
Spis15543	GO:0005488, GO:0005515
Spis9906	GO:0005515, GO:0016020
Spis4024	GO:0051276
Spis22706	GO:0003676, GO:0046983
Spis15544	GO:0000062
Spis9907	GO:0005515, GO:0016020
Spis22290	GO:0003676
Spis15545	GO:0000398, GO:0005634
Spis9908	GO:0008152
Spis22708	GO:0005515
Spis15546	GO:0008017
Spis9909	GO:0008152
Spis22709	GO:0005515
Spis22292	GO:0055114
Spis15547	GO:0003676
Spis4028	GO:0045454
Spis4029	GO:0045454
Spis22294	GO:0005515
Spis15549	GO:0005515
Spis10962	GO:0004842
Spis22295	GO:0051298
Spis18031	GO:0003824, GO:0005515, GO:0008152, GO:0046872
Spis9496	GO:0006412, GO:0016021
Spis10964	GO:0008237
Spis18033	GO:0006351, GO:0032549
Spis18034	GO:0005515, GO:0006974
Spis10966	GO:0005509, GO:0006508, GO:0008237, GO:0008270
Spis7810	GO:0005509
Spis20610	GO:0005524
Spis18035	GO:0005515
Spis10967	GO:0006508, GO:0008237, GO:0008270
Spis18036	GO:0005509
Spis10968	GO:0005509, GO:0006508, GO:0008237, GO:0008270
Spis7812	GO:0006355
Spis370	GO:0003676, GO:0015074
Spis20612	GO:0046856
Spis18037	GO:0005509
Spis7813	GO:0005509
Spis18038	GO:0005509
Spis13451	GO:0003676
Spis372	GO:0005515
Spis20614	GO:0005488, GO:0005515, GO:0007051
Spis13452	GO:0003676
Spis7815	GO:0007264
Spis373	GO:0003677, GO:0043565
Spis7816	GO:0007015
Spis374	GO:0003677, GO:0006355, GO:0043565
Spis20616	GO:0007165
Spis375	GO:0003677, GO:0006355
Spis20617	GO:0003779, GO:0005856, GO:0007016, GO:0051015
Spis20618	GO:0005509
Spis377	GO:0003676, GO:0015074
Spis20619	GO:0005515
Spis13457	GO:0003676, GO:0008270, GO:0015074
Spis378	GO:0005515
Spis23101	GO:0003676
Spis23102	GO:0003676, GO:0005515, GO:0005524, GO:0007399
Spis13459	GO:0016020, GO:0016021
Spis5720	GO:0005524, GO:0006468
Spis5721	GO:0055085
Spis23108	GO:0007165
Spis23109	GO:0003676, GO:0003723
Spis5723	GO:0055085, GO:0070588
Spis11361	GO:0005488, GO:0016043, GO:0030036
Spis5724	GO:0016021
Spis5725	GO:0016020
Spis5727	GO:0016021
Spis23992	GO:0003676, GO:0015074
Spis5728	GO:0008270
Spis23993	GO:0005524, GO:0006468
Spis11366	GO:0008270
Spis8210	GO:0003677, GO:0015074
Spis5729	GO:0046983
Spis19730	GO:0005509, GO:0005578, GO:0007165, GO:0016020
Spis23995	GO:0005515
Spis11368	GO:1904929
Spis8212	GO:0003676, GO:0015074
Spis21012	GO:0003676, GO:0006508, GO:0008270, GO:0015074
Spis8213	GO:0003676, GO:0031011
Spis23997	GO:0006468
Spis19733	GO:0005515
Spis21014	GO:0008270
Spis23999	GO:0007165
Spis19735	GO:0007165
Spis8216	GO:0008270, GO:0016747
Spis21016	GO:0004842
Spis19736	GO:0006468
Spis19737	GO:0003676
Spis8218	GO:0005515
Spis3631	GO:0003676, GO:0003697
Spis21018	GO:0003676
Spis19738	GO:0006468
Spis8219	GO:0006355, GO:0046983
Spis3632	GO:0006915
Spis19739	GO:0003676, GO:0015074
Spis3633	GO:0060291
Spis3634	GO:0055085
Spis24800	GO:0016020
Spis6120	GO:0005515
Spis24802	GO:0005515
Spis6121	GO:0005515, GO:0007264
Spis17641	GO:0005515
Spis17642	GO:0005525, GO:0016020
Spis6124	GO:0005515, GO:0005524, GO:0006468
Spis6125	GO:0005515
Spis24807	GO:0006418, GO:0006429
Spis24390	GO:0005515, GO:0030496
Spis17645	GO:0005515
Spis17646	GO:0007283
Spis24393	GO:0016887, GO:0055085
Spis6129	GO:0005515
Spis1542	GO:0005515, GO:0016021, GO:0016887, GO:0055085
Spis1543	GO:0000166, GO:0016021
Spis1544	GO:0008270
Spis24397	GO:0005509
Spis1545	GO:0000166
Spis24398	GO:0005515
Spis1546	GO:0016021
Spis9910	GO:0016787, GO:0019509, GO:0043874
Spis24399	GO:0016021
Spis22710	GO:0005515
Spis1547	GO:0003677, GO:0015074
Spis9911	GO:0005488
Spis22711	GO:0005515, GO:0035023
Spis1548	GO:0000166, GO:0016021
Spis9912	GO:0003677, GO:0005515
Spis4030	GO:0045454
Spis22712	GO:0003824, GO:0004807, GO:0006096, GO:0008152
Spis22713	GO:0019867, GO:0071709
Spis15551	GO:0005509
Spis9914	GO:0005509, GO:0005515
Spis4032	GO:0006508, GO:0008237
Spis22714	GO:0016021
Spis9915	GO:0006260
Spis4033	GO:0005509
Spis22715	GO:0036374
Spis15553	GO:0055085
Spis4034	GO:0006468
Spis22716	GO:0006355, GO:0008270, GO:0043401, GO:0043565
Spis15554	GO:0005515
Spis9917	GO:0046982
Spis4035	GO:0006468
Spis22717	GO:0036374
Spis15555	GO:0055114
Spis4036	GO:0006468
Spis22718	GO:0003676, GO:0015074
Spis15556	GO:0003924, GO:0007017
Spis9919	GO:0045765
Spis4037	GO:0006468
Spis22719	GO:0004842, GO:0005515, GO:0006468
Spis10970	GO:0008152
Spis25201	GO:0000902
Spis15558	GO:0055114
Spis18040	GO:0005509, GO:0007160
Spis15559	GO:0055114
Spis10972	GO:0005524, GO:0006241
Spis25203	GO:0005524, GO:0006468
Spis18041	GO:0005509, GO:0007160
Spis25204	GO:0000160
Spis10974	GO:0003779
Spis18043	GO:0032580
Spis25206	GO:0008234
Spis18044	GO:0005515
Spis25207	GO:0003723, GO:0009982, GO:0016787, GO:0016866
Spis20620	GO:0005515, GO:0016758
Spis18045	GO:0006464
Spis10977	GO:0003676
Spis18046	GO:0016787
Spis10978	GO:0003676
Spis7822	GO:0005515
Spis380	GO:0003676, GO:0005515, GO:0015074
Spis25209	GO:0000287, GO:0005975, GO:0006508, GO:0008966, GO:0016868, GO:0071704
Spis13460	GO:0016021
Spis7823	GO:0005515
Spis18048	GO:0003676, GO:0005515, GO:0008270
Spis7824	GO:0055114
Spis382	GO:0005524
Spis13462	GO:0016020, GO:0016887
Spis7825	GO:0007165, GO:0035556
Spis383	GO:0007165
Spis13463	GO:0016020, GO:0016887
Spis20626	GO:0007165
Spis13464	GO:0016020, GO:0016887
Spis7827	GO:0005515, GO:0007165, GO:0008081
Spis20627	GO:0005882
Spis7828	GO:0006325, GO:0016573
Spis386	GO:0003677
Spis20628	GO:0016021
Spis13466	GO:0055114
Spis387	GO:0003676, GO:0015074
Spis23113	GO:0016021
Spis23114	GO:0016021, GO:0055085
Spis23115	GO:0003676, GO:0015074
Spis5730	GO:0046983
Spis5731	GO:0046983
Spis5732	GO:0046983
Spis11370	GO:0005524, GO:0006468
Spis5733	GO:0046983
Spis11371	GO:0055114
Spis5734	GO:0046983
Spis11372	GO:0005488, GO:0005515
Spis5736	GO:0005515
Spis11375	GO:0005515, GO:0016818
Spis5738	GO:0003824, GO:0030170
Spis11376	GO:0016829, GO:0030246, GO:0055114
Spis8220	GO:0016020
Spis5739	GO:0005515
Spis21020	GO:0004842
Spis11377	GO:0055114
Spis8221	GO:0005524, GO:0006468
Spis19741	GO:0006468
Spis11379	GO:0005488, GO:0016301, GO:0048015
Spis21023	GO:0007165
Spis21024	GO:0003676, GO:0015074
Spis8225	GO:0016021
Spis8226	GO:0006508
Spis19746	GO:0005524, GO:0006468
Spis19747	GO:0005515, GO:0016567
Spis21028	GO:0016758
Spis3642	GO:0003676
Spis21029	GO:0005515
Spis19749	GO:0005576, GO:0008061
Spis3646	GO:0006887, GO:0016020
Spis3648	GO:0005515, GO:0006914
Spis24811	GO:0005515
Spis6130	GO:0005515, GO:0042981, GO:0043531
Spis3649	GO:0060291
Spis17650	GO:0003676
Spis17651	GO:0005509
Spis6132	GO:0005515, GO:0042981, GO:0043531
Spis17652	GO:0004386
Spis24815	GO:0005515
Spis24816	GO:0005515
Spis17654	GO:0033014
Spis6135	GO:0055114
Spis24817	GO:0016747
Spis6136	GO:0055114
Spis17656	GO:0016798
Spis6137	GO:0055085
Spis17657	GO:0005737
Spis17658	GO:0005515, GO:0046872
Spis1551	GO:0016887, GO:0055085
Spis1552	GO:0016887
Spis1555	GO:0003676, GO:0008270
Spis1556	GO:0003676, GO:0042578, GO:0046856, GO:0048488
Spis1557	GO:0003676, GO:0015074
Spis9921	GO:0003676, GO:0015074
Spis22721	GO:0046854
Spis1558	GO:0016021
Spis9922	GO:0005515
Spis22722	GO:0003824, GO:0005975
Spis15560	GO:0005515, GO:0007165
Spis22723	GO:0003824, GO:0005975
Spis9924	GO:0005739
Spis4042	GO:0003676
Spis4043	GO:0005524
Spis22725	GO:0030127
Spis15563	GO:0007165
Spis9926	GO:0005515
Spis4044	GO:0003676, GO:0006313
Spis15565	GO:0005515
Spis9928	GO:0055085
Spis4046	GO:0055114
Spis15566	GO:0042981
Spis9929	GO:0046872
Spis4047	GO:0055114
Spis15567	GO:0005515
Spis4048	GO:0055114
Spis10981	GO:0016020
Spis800	GO:0009289
Spis4049	GO:0005524, GO:0034551
Spis25212	GO:1901135, GO:1901137
Spis18050	GO:0071013
Spis10982	GO:0016020, GO:0016021
Spis25213	GO:0005515, GO:0061630
Spis10983	GO:0003676
Spis18052	GO:0005509, GO:0005515, GO:0051260
Spis10984	GO:0016020
Spis25215	GO:0055114
Spis18053	GO:0000398, GO:0003676
Spis10985	GO:0016020
Spis18054	GO:0005515
Spis10986	GO:0050482
Spis805	GO:0005509
Spis7830	GO:0005515
Spis25217	GO:0015450
Spis20630	GO:0007165
Spis18055	GO:0005215, GO:0055085
Spis10987	GO:0006413
Spis806	GO:0055114
Spis7831	GO:0008134, GO:0046983
Spis20631	GO:0007165
Spis18056	GO:0055085
Spis10988	GO:0016021
Spis807	GO:0006357, GO:0046983
Spis7832	GO:0009116, GO:0009166
Spis20632	GO:0007165
Spis18057	GO:0005515
Spis13470	GO:0005515
Spis10989	GO:0016020
Spis808	GO:0016491
Spis7833	GO:0008270
Spis391	GO:0003676, GO:0015074
Spis20633	GO:0007165
Spis13471	GO:0016746
Spis809	GO:0016021
Spis7834	GO:0003676, GO:0015074
Spis392	GO:0055114
Spis18059	GO:0042981
Spis393	GO:0003676, GO:0015074
Spis20635	GO:0016567
Spis7836	GO:0046872
Spis20636	GO:0008270, GO:0016567, GO:0030915
Spis13474	GO:0003676
Spis7837	GO:0005515
Spis20637	GO:0005515
Spis20638	GO:0003723
Spis13476	GO:0005515
Spis23120	GO:0016020
Spis13477	GO:0008270
Spis398	GO:0007165, GO:0046856
Spis23121	GO:0003676
Spis399	GO:0006508, GO:0008237, GO:0008270
Spis13479	GO:0005515
Spis23126	GO:0003676, GO:0005515, GO:0008270, GO:0015074
Spis5740	GO:0003677, GO:0046982
Spis5741	GO:0005488, GO:0048487
Spis5742	GO:0005096, GO:0005515
Spis23129	GO:0005515
Spis11380	GO:0005515
Spis5743	GO:0016021
Spis5744	GO:0016021
Spis5745	GO:0004518, GO:0008270
Spis5747	GO:0016021
Spis5748	GO:0016021
Spis11386	GO:0046332
Spis5749	GO:0004518, GO:0008270
Spis21030	GO:0046983
Spis19750	GO:0016021
Spis11387	GO:0005515, GO:0035023
Spis8231	GO:0008408
Spis21031	GO:0005515, GO:0006470, GO:0016787
Spis11389	GO:0097730
Spis8233	GO:0055114
Spis19753	GO:0005515
Spis19754	GO:0005515
Spis21035	GO:0005515, GO:0008270, GO:0042981, GO:0046330, GO:0046872
Spis19755	GO:0005515, GO:0008270, GO:0042981
Spis21036	GO:0005515, GO:0008270, GO:0046330
Spis19756	GO:0003676
Spis8237	GO:0003676, GO:0015074
Spis19757	GO:0008171
Spis8238	GO:0003676, GO:0015074
Spis21038	GO:0003676, GO:0005515
Spis3654	GO:0016787
Spis3655	GO:0005515
Spis3656	GO:0005840, GO:0006412
Spis3657	GO:0006629, GO:0016788
Spis24821	GO:0005524, GO:0006468
Spis3659	GO:0005524, GO:0051082
Spis6142	GO:0051301
Spis17662	GO:0003676
Spis17663	GO:0003676, GO:0008270, GO:0046983
Spis6144	GO:0006665
Spis24826	GO:0005524
Spis24827	GO:0008218
Spis6146	GO:0016020
Spis24829	GO:0030117, GO:0030131
Spis1561	GO:0005509
Spis6149	GO:0006665
Spis17669	GO:0016020
Spis1562	GO:0003676, GO:0046872
Spis1563	GO:0006556
Spis1565	GO:0003676
Spis1567	GO:0006508, GO:0008234, GO:0042981
Spis9931	GO:0005515
Spis22731	GO:0005509
Spis1568	GO:0005524, GO:0006468, GO:0016020, GO:0046872
Spis9932	GO:0003824, GO:0006470, GO:0030145, GO:0043169
Spis22732	GO:0005515
Spis1569	GO:0007155, GO:0016020
Spis10105	GO:0046294
Spis9933	GO:0019773, GO:0051603
Spis4051	GO:0008138, GO:0016311, GO:0016791, GO:0030036
Spis22733	GO:0005515, GO:0007165
Spis15571	GO:0046872
Spis10106	GO:0005515, GO:0007165, GO:0043087
Spis9934	GO:0016020
Spis4052	GO:0004842, GO:0006464
Spis22734	GO:0030170
Spis15572	GO:0003676, GO:0008270
Spis10107	GO:0006355
Spis9935	GO:0007096
Spis22735	GO:0005515
Spis15573	GO:0007165
Spis10108	GO:0005515
Spis9936	GO:0006468
Spis4054	GO:0005634
Spis10109	GO:0003676
Spis9937	GO:0005515
Spis22737	GO:0003968, GO:0005515, GO:0016787
Spis9938	GO:0003677
Spis4056	GO:0055114
Spis9939	GO:0005515
Spis15577	GO:0042981
Spis10990	GO:0003676
Spis15578	GO:0005515, GO:0007165
Spis10991	GO:0016020
Spis4059	GO:0005515, GO:0005634
Spis10992	GO:0016020
Spis10993	GO:0016020
Spis812	GO:0006816, GO:0055085, GO:0070588
Spis10994	GO:0016020
Spis25225	GO:0016887, GO:0035435, GO:0045936
Spis10995	GO:0005515, GO:1990380
Spis814	GO:0016010, GO:0016020
Spis10996	GO:0005509, GO:0005515, GO:0007155, GO:0016020
Spis25227	GO:0005524, GO:0030257, GO:0044780
Spis816	GO:0005515, GO:0035556
Spis7841	GO:0003676, GO:0015074
Spis10998	GO:0005509
Spis817	GO:0035023
Spis25229	GO:0005488
Spis20642	GO:0016746, GO:0045254
Spis18067	GO:0005515, GO:0008270, GO:0042981
Spis818	GO:0016010, GO:0016020
Spis18068	GO:0005524
Spis13481	GO:0005515
Spis819	GO:0016010, GO:0016020
Spis18069	GO:0003677, GO:0043565
Spis7846	GO:0005515
Spis7847	GO:0004709, GO:0005515, GO:0005524, GO:0006468
Spis20647	GO:0035023
Spis7848	GO:0007186, GO:0008277, GO:0035556
Spis7849	GO:0000398
Spis23130	GO:0003676, GO:0006353
Spis13487	GO:0005515
Spis13488	GO:0005515
Spis13489	GO:0006413
Spis23134	GO:0003676, GO:0008270, GO:0015074, GO:0046872
Spis11804	GO:0046983
Spis23137	GO:0008270, GO:0046872
Spis11805	GO:0003676
Spis23138	GO:0005515
Spis11807	GO:0003676
Spis5754	GO:0004842
Spis11809	GO:0055114
Spis11392	GO:0097730
Spis11396	GO:0004518
Spis19760	GO:0008270
Spis19761	GO:0004040
Spis11398	GO:0006468
Spis19762	GO:0004040
Spis8243	GO:0003676, GO:0015074
Spis19764	GO:0004040
Spis19765	GO:0005201
Spis8246	GO:0005507, GO:0006879, GO:0055114
Spis19766	GO:0004040
Spis8247	GO:0016021
Spis3660	GO:0005525
Spis8248	GO:0005515
Spis3661	GO:0005515
Spis19768	GO:0004040
Spis3662	GO:0003676
Spis21049	GO:0005515
Spis19769	GO:0006468
Spis3664	GO:0007186
Spis3665	GO:0005544
Spis12201	GO:0005515, GO:0006470, GO:0016791
Spis3666	GO:0016787
Spis3668	GO:0003824, GO:0035091
Spis12204	GO:0008080
Spis6150	GO:0004519, GO:0005515
Spis24832	GO:0003676, GO:0003677
Spis24833	GO:0007165
Spis17671	GO:0016020
Spis12206	GO:0003682
Spis12207	GO:0005488, GO:0005515, GO:0046872
Spis6153	GO:0035091
Spis17673	GO:0005515
Spis12208	GO:0032580
Spis17674	GO:0005515
Spis6155	GO:0005515
Spis24837	GO:0005515
Spis17675	GO:0006007, GO:0008152, GO:0030145, GO:0046872
Spis6156	GO:0004518
Spis17677	GO:0005515
Spis1570	GO:0003824, GO:0004553
Spis17678	GO:0007034
Spis6159	GO:0006468
Spis17679	GO:0005488, GO:0016301, GO:0016310
Spis1572	GO:0055085, GO:0070588
Spis1573	GO:0003824, GO:0004553
Spis10111	GO:0005515, GO:0008270, GO:0042981, GO:0046872
Spis1576	GO:0055085
Spis10112	GO:0055085
Spis9940	GO:0005515
Spis22740	GO:0003676
Spis1577	GO:0044237, GO:0044249
Spis10113	GO:0055085
Spis9941	GO:0005515, GO:0008168
Spis22742	GO:0005515
Spis10115	GO:0005515, GO:0008076, GO:0051260, GO:0055085
Spis4061	GO:0007018, GO:0016887, GO:0030286
Spis15581	GO:0042981
Spis10116	GO:0006072, GO:0016773
Spis4062	GO:0071949
Spis15582	GO:0005515, GO:0007165
Spis10117	GO:0005515, GO:0005634
Spis9945	GO:0033617
Spis4063	GO:0055114, GO:0071949
Spis22745	GO:0007186, GO:0016021
Spis15583	GO:0005515
Spis10118	GO:0005515, GO:0008270, GO:0042981, GO:0046330
Spis9946	GO:0005488
Spis4064	GO:0055114, GO:0071949
Spis15584	GO:0005515
Spis9947	GO:0005509
Spis4065	GO:0008270, GO:0046872
Spis15585	GO:0003676
Spis22748	GO:0006468, GO:0016020
Spis4067	GO:0005515, GO:0016567
Spis25230	GO:0006777, GO:0032324
Spis15587	GO:0004518
Spis15588	GO:0005515
Spis4069	GO:0005515
Spis18070	GO:0005509, GO:0007018, GO:0016887, GO:0030286
Spis821	GO:0016757
Spis822	GO:0005515
Spis18072	GO:0005515
Spis25235	GO:0009116, GO:0044209
Spis824	GO:0016055
Spis825	GO:0016055
Spis20650	GO:0007098
Spis826	GO:0016055
Spis7851	GO:0005515
Spis827	GO:0005515
Spis25239	GO:0055114
Spis13490	GO:0055114
Spis828	GO:0016491
Spis7853	GO:0034314
Spis20653	GO:0007165
Spis18078	GO:0006355, GO:0006357
Spis13491	GO:0005509, GO:0016746
Spis829	GO:0005515
Spis20654	GO:0016887
Spis18079	GO:0006355, GO:0006357
Spis13492	GO:0005509, GO:0016746
Spis7855	GO:0003824
Spis20655	GO:0005515, GO:0007165
Spis13493	GO:0005515, GO:0016021
Spis7856	GO:0003824
Spis20656	GO:0016887
